'Time and date','Cz..'
'[16:15:26.738 12/08/2009]',-20.000
'[16:15:26.744 12/08/2009]',-11.000
'[16:15:26.750 12/08/2009]',1.000
'[16:15:26.756 12/08/2009]',-26.000
'[16:15:26.763 12/08/2009]',-24.000
'[16:15:26.769 12/08/2009]',-37.000
'[16:15:26.775 12/08/2009]',-58.000
'[16:15:26.781 12/08/2009]',-66.000
'[16:15:26.788 12/08/2009]',-79.000
'[16:15:26.794 12/08/2009]',-79.000
'[16:15:26.800 12/08/2009]',-65.000
'[16:15:26.806 12/08/2009]',-43.000
'[16:15:26.813 12/08/2009]',-30.000
'[16:15:26.819 12/08/2009]',-18.000
'[16:15:26.825 12/08/2009]',-44.000
'[16:15:26.831 12/08/2009]',-20.000
'[16:15:26.838 12/08/2009]',-22.000
'[16:15:26.844 12/08/2009]',-40.000
'[16:15:26.850 12/08/2009]',-20.000
'[16:15:26.856 12/08/2009]',-45.000
'[16:15:26.863 12/08/2009]',-37.000
'[16:15:26.869 12/08/2009]',-26.000
'[16:15:26.875 12/08/2009]',-7.000
'[16:15:26.881 12/08/2009]',71.000
'[16:15:26.888 12/08/2009]',109.000
'[16:15:26.894 12/08/2009]',68.000
'[16:15:26.900 12/08/2009]',28.000
'[16:15:26.906 12/08/2009]',-4.000
'[16:15:26.913 12/08/2009]',6.000
'[16:15:26.919 12/08/2009]',-7.000
'[16:15:26.925 12/08/2009]',4.000
'[16:15:26.931 12/08/2009]',-8.000
'[16:15:26.938 12/08/2009]',-9.000
'[16:15:26.944 12/08/2009]',-10.000
'[16:15:26.950 12/08/2009]',20.000
'[16:15:26.956 12/08/2009]',35.000
'[16:15:26.963 12/08/2009]',5.000
'[16:15:26.969 12/08/2009]',-17.000
'[16:15:26.975 12/08/2009]',-16.000
'[16:15:26.981 12/08/2009]',-6.000
'[16:15:26.988 12/08/2009]',-8.000
'[16:15:26.994 12/08/2009]',5.000
'[16:15:27.000 12/08/2009]',-4.000
'[16:15:27.006 12/08/2009]',4.000
'[16:15:27.013 12/08/2009]',4.000
'[16:15:27.019 12/08/2009]',2.000
'[16:15:27.025 12/08/2009]',-11.000
'[16:15:27.031 12/08/2009]',-2.000
'[16:15:27.038 12/08/2009]',-12.000
'[16:15:27.044 12/08/2009]',-21.000
'[16:15:27.050 12/08/2009]',3.000
'[16:15:27.056 12/08/2009]',-30.000
'[16:15:27.063 12/08/2009]',-21.000
'[16:15:27.069 12/08/2009]',-22.000
'[16:15:27.075 12/08/2009]',-27.000
'[16:15:27.081 12/08/2009]',-29.000
'[16:15:27.088 12/08/2009]',15.000
'[16:15:27.094 12/08/2009]',22.000
'[16:15:27.100 12/08/2009]',28.000
'[16:15:27.106 12/08/2009]',3.000
'[16:15:27.113 12/08/2009]',11.000
'[16:15:27.119 12/08/2009]',40.000
'[16:15:27.125 12/08/2009]',5.000
'[16:15:27.131 12/08/2009]',18.000
'[16:15:27.138 12/08/2009]',-9.000
'[16:15:27.144 12/08/2009]',-20.000
'[16:15:27.150 12/08/2009]',-30.000
'[16:15:27.156 12/08/2009]',-31.000
'[16:15:27.163 12/08/2009]',-1.000
'[16:15:27.169 12/08/2009]',-29.000
'[16:15:27.175 12/08/2009]',-30.000
'[16:15:27.181 12/08/2009]',-52.000
'[16:15:27.188 12/08/2009]',-76.000
'[16:15:27.194 12/08/2009]',-50.000
'[16:15:27.200 12/08/2009]',-65.000
'[16:15:27.206 12/08/2009]',-74.000
'[16:15:27.213 12/08/2009]',-59.000
'[16:15:27.219 12/08/2009]',-65.000
'[16:15:27.225 12/08/2009]',-62.000
'[16:15:27.231 12/08/2009]',-25.000
'[16:15:27.238 12/08/2009]',-6.000
'[16:15:27.244 12/08/2009]',-31.000
'[16:15:27.250 12/08/2009]',10.000
'[16:15:27.256 12/08/2009]',-24.000
'[16:15:27.263 12/08/2009]',-7.000
'[16:15:27.269 12/08/2009]',-11.000
'[16:15:27.275 12/08/2009]',-46.000
'[16:15:27.281 12/08/2009]',-20.000
'[16:15:27.288 12/08/2009]',-21.000
'[16:15:27.294 12/08/2009]',-27.000
'[16:15:27.300 12/08/2009]',-12.000
'[16:15:27.306 12/08/2009]',-31.000
'[16:15:27.313 12/08/2009]',-35.000
'[16:15:27.319 12/08/2009]',-40.000
'[16:15:27.325 12/08/2009]',-22.000
'[16:15:27.331 12/08/2009]',-23.000
'[16:15:27.338 12/08/2009]',-9.000
'[16:15:27.344 12/08/2009]',-31.000
'[16:15:27.350 12/08/2009]',-4.000
'[16:15:27.356 12/08/2009]',-25.000
'[16:15:27.363 12/08/2009]',-10.000
'[16:15:27.369 12/08/2009]',-28.000
'[16:15:27.375 12/08/2009]',-50.000
'[16:15:27.381 12/08/2009]',-42.000
'[16:15:27.388 12/08/2009]',-52.000
'[16:15:27.394 12/08/2009]',-63.000
'[16:15:27.400 12/08/2009]',-38.000
'[16:15:27.406 12/08/2009]',-46.000
'[16:15:27.413 12/08/2009]',-46.000
'[16:15:27.419 12/08/2009]',-42.000
'[16:15:27.425 12/08/2009]',-69.000
'[16:15:27.431 12/08/2009]',-61.000
'[16:15:27.438 12/08/2009]',-43.000
'[16:15:27.444 12/08/2009]',-53.000
'[16:15:27.450 12/08/2009]',-42.000
'[16:15:27.456 12/08/2009]',-19.000
'[16:15:27.463 12/08/2009]',-4.000
'[16:15:27.469 12/08/2009]',25.000
'[16:15:27.475 12/08/2009]',18.000
'[16:15:27.481 12/08/2009]',27.000
'[16:15:27.488 12/08/2009]',32.000
'[16:15:27.494 12/08/2009]',30.000
'[16:15:27.500 12/08/2009]',51.000
'[16:15:27.506 12/08/2009]',58.000
'[16:15:27.513 12/08/2009]',61.000
'[16:15:27.519 12/08/2009]',55.000
'[16:15:27.525 12/08/2009]',45.000
'[16:15:27.531 12/08/2009]',53.000
'[16:15:27.538 12/08/2009]',51.000
'[16:15:27.544 12/08/2009]',30.000
'[16:15:27.550 12/08/2009]',50.000
'[16:15:27.556 12/08/2009]',36.000
'[16:15:27.563 12/08/2009]',36.000
'[16:15:27.569 12/08/2009]',32.000
'[16:15:27.575 12/08/2009]',12.000
'[16:15:27.581 12/08/2009]',16.000
'[16:15:27.588 12/08/2009]',29.000
'[16:15:27.594 12/08/2009]',25.000
'[16:15:27.600 12/08/2009]',18.000
'[16:15:27.606 12/08/2009]',1.000
'[16:15:27.613 12/08/2009]',42.000
'[16:15:27.619 12/08/2009]',37.000
'[16:15:27.625 12/08/2009]',24.000
'[16:15:27.631 12/08/2009]',30.000
'[16:15:27.638 12/08/2009]',26.000
'[16:15:27.644 12/08/2009]',20.000
'[16:15:27.650 12/08/2009]',13.000
'[16:15:27.656 12/08/2009]',-17.000
'[16:15:27.663 12/08/2009]',-23.000
'[16:15:27.669 12/08/2009]',-46.000
'[16:15:27.675 12/08/2009]',-74.000
'[16:15:27.681 12/08/2009]',-50.000
'[16:15:27.688 12/08/2009]',-17.000
'[16:15:27.694 12/08/2009]',-5.000
'[16:15:27.700 12/08/2009]',29.000
'[16:15:27.706 12/08/2009]',17.000
'[16:15:27.713 12/08/2009]',20.000
'[16:15:27.719 12/08/2009]',34.000
'[16:15:27.725 12/08/2009]',26.000
'[16:15:27.731 12/08/2009]',68.000
'[16:15:27.738 12/08/2009]',62.000
'[16:15:27.744 12/08/2009]',84.000
'[16:15:27.750 12/08/2009]',151.000
'[16:15:27.756 12/08/2009]',200.000
'[16:15:27.763 12/08/2009]',137.000
'[16:15:27.769 12/08/2009]',79.000
'[16:15:27.775 12/08/2009]',42.000
'[16:15:27.781 12/08/2009]',57.000
'[16:15:27.788 12/08/2009]',52.000
'[16:15:27.794 12/08/2009]',32.000
'[16:15:27.800 12/08/2009]',47.000
'[16:15:27.806 12/08/2009]',38.000
'[16:15:27.813 12/08/2009]',39.000
'[16:15:27.819 12/08/2009]',38.000
'[16:15:27.825 12/08/2009]',-7.000
'[16:15:27.831 12/08/2009]',12.000
'[16:15:27.838 12/08/2009]',13.000
'[16:15:27.844 12/08/2009]',8.000
'[16:15:27.850 12/08/2009]',24.000
'[16:15:27.856 12/08/2009]',-19.000
'[16:15:27.863 12/08/2009]',-13.000
'[16:15:27.869 12/08/2009]',4.000
'[16:15:27.875 12/08/2009]',-19.000
'[16:15:27.881 12/08/2009]',29.000
'[16:15:27.888 12/08/2009]',23.000
'[16:15:27.894 12/08/2009]',17.000
'[16:15:27.900 12/08/2009]',21.000
'[16:15:27.906 12/08/2009]',25.000
'[16:15:27.913 12/08/2009]',64.000
'[16:15:27.919 12/08/2009]',52.000
'[16:15:27.925 12/08/2009]',37.000
'[16:15:27.931 12/08/2009]',47.000
'[16:15:27.938 12/08/2009]',34.000
'[16:15:27.944 12/08/2009]',38.000
'[16:15:27.950 12/08/2009]',81.000
'[16:15:27.956 12/08/2009]',87.000
'[16:15:27.963 12/08/2009]',108.000
'[16:15:27.969 12/08/2009]',112.000
'[16:15:27.975 12/08/2009]',96.000
'[16:15:27.981 12/08/2009]',87.000
'[16:15:27.988 12/08/2009]',88.000
'[16:15:27.994 12/08/2009]',77.000
'[16:15:28.000 12/08/2009]',77.000
'[16:15:28.006 12/08/2009]',60.000
'[16:15:28.013 12/08/2009]',56.000
'[16:15:28.019 12/08/2009]',20.000
'[16:15:28.025 12/08/2009]',-6.000
'[16:15:28.031 12/08/2009]',-15.000
'[16:15:28.038 12/08/2009]',-20.000
'[16:15:28.044 12/08/2009]',-11.000
'[16:15:28.050 12/08/2009]',21.000
'[16:15:28.056 12/08/2009]',35.000
'[16:15:28.063 12/08/2009]',33.000
'[16:15:28.069 12/08/2009]',32.000
'[16:15:28.075 12/08/2009]',21.000
'[16:15:28.081 12/08/2009]',54.000
'[16:15:28.088 12/08/2009]',21.000
'[16:15:28.094 12/08/2009]',21.000
'[16:15:28.100 12/08/2009]',37.000
'[16:15:28.106 12/08/2009]',33.000
'[16:15:28.113 12/08/2009]',38.000
'[16:15:28.119 12/08/2009]',34.000
'[16:15:28.125 12/08/2009]',3.000
'[16:15:28.131 12/08/2009]',24.000
'[16:15:28.138 12/08/2009]',1.000
'[16:15:28.144 12/08/2009]',4.000
'[16:15:28.150 12/08/2009]',-6.000
'[16:15:28.156 12/08/2009]',-20.000
'[16:15:28.163 12/08/2009]',-26.000
'[16:15:28.169 12/08/2009]',-8.000
'[16:15:28.175 12/08/2009]',-16.000
'[16:15:28.181 12/08/2009]',-8.000
'[16:15:28.188 12/08/2009]',3.000
'[16:15:28.194 12/08/2009]',1.000
'[16:15:28.200 12/08/2009]',19.000
'[16:15:28.206 12/08/2009]',37.000
'[16:15:28.213 12/08/2009]',54.000
'[16:15:28.219 12/08/2009]',56.000
'[16:15:28.225 12/08/2009]',44.000
'[16:15:28.231 12/08/2009]',52.000
'[16:15:28.238 12/08/2009]',58.000
'[16:15:28.244 12/08/2009]',46.000
'[16:15:28.250 12/08/2009]',56.000
'[16:15:28.256 12/08/2009]',39.000
'[16:15:28.263 12/08/2009]',17.000
'[16:15:28.269 12/08/2009]',43.000
'[16:15:28.275 12/08/2009]',9.000
'[16:15:28.281 12/08/2009]',5.000
'[16:15:28.288 12/08/2009]',-6.000
'[16:15:28.294 12/08/2009]',6.000
'[16:15:28.300 12/08/2009]',-3.000
'[16:15:28.306 12/08/2009]',-23.000
'[16:15:28.313 12/08/2009]',-24.000
'[16:15:28.319 12/08/2009]',-10.000
'[16:15:28.325 12/08/2009]',-20.000
'[16:15:28.331 12/08/2009]',-20.000
'[16:15:28.338 12/08/2009]',-2.000
'[16:15:28.344 12/08/2009]',3.000
'[16:15:28.350 12/08/2009]',60.000
'[16:15:28.356 12/08/2009]',25.000
'[16:15:28.363 12/08/2009]',45.000
'[16:15:28.369 12/08/2009]',38.000
'[16:15:28.375 12/08/2009]',37.000
'[16:15:28.381 12/08/2009]',63.000
'[16:15:28.388 12/08/2009]',57.000
'[16:15:28.394 12/08/2009]',47.000
'[16:15:28.400 12/08/2009]',45.000
'[16:15:28.406 12/08/2009]',44.000
'[16:15:28.413 12/08/2009]',43.000
'[16:15:28.419 12/08/2009]',43.000
'[16:15:28.425 12/08/2009]',54.000
'[16:15:28.431 12/08/2009]',25.000
'[16:15:28.438 12/08/2009]',22.000
'[16:15:28.444 12/08/2009]',11.000
'[16:15:28.450 12/08/2009]',32.000
'[16:15:28.456 12/08/2009]',21.000
'[16:15:28.463 12/08/2009]',15.000
'[16:15:28.469 12/08/2009]',9.000
'[16:15:28.475 12/08/2009]',8.000
'[16:15:28.481 12/08/2009]',5.000
'[16:15:28.488 12/08/2009]',20.000
'[16:15:28.494 12/08/2009]',13.000
'[16:15:28.500 12/08/2009]',38.000
'[16:15:28.506 12/08/2009]',7.000
'[16:15:28.513 12/08/2009]',23.000
'[16:15:28.519 12/08/2009]',16.000
'[16:15:28.525 12/08/2009]',22.000
'[16:15:28.531 12/08/2009]',27.000
'[16:15:28.538 12/08/2009]',26.000
'[16:15:28.544 12/08/2009]',8.000
'[16:15:28.550 12/08/2009]',35.000
'[16:15:28.556 12/08/2009]',77.000
'[16:15:28.563 12/08/2009]',114.000
'[16:15:28.569 12/08/2009]',141.000
'[16:15:28.575 12/08/2009]',102.000
'[16:15:28.581 12/08/2009]',52.000
'[16:15:28.588 12/08/2009]',8.000
'[16:15:28.594 12/08/2009]',-17.000
'[16:15:28.600 12/08/2009]',-7.000
'[16:15:28.606 12/08/2009]',1.000
'[16:15:28.613 12/08/2009]',0.000
'[16:15:28.619 12/08/2009]',3.000
'[16:15:28.625 12/08/2009]',-13.000
'[16:15:28.631 12/08/2009]',-1.000
'[16:15:28.638 12/08/2009]',16.000
'[16:15:28.644 12/08/2009]',14.000
'[16:15:28.650 12/08/2009]',39.000
'[16:15:28.656 12/08/2009]',42.000
'[16:15:28.663 12/08/2009]',26.000
'[16:15:28.669 12/08/2009]',18.000
'[16:15:28.675 12/08/2009]',31.000
'[16:15:28.681 12/08/2009]',36.000
'[16:15:28.688 12/08/2009]',19.000
'[16:15:28.694 12/08/2009]',1.000
'[16:15:28.700 12/08/2009]',30.000
'[16:15:28.706 12/08/2009]',50.000
'[16:15:28.713 12/08/2009]',36.000
'[16:15:28.719 12/08/2009]',55.000
'[16:15:28.725 12/08/2009]',44.000
'[16:15:28.731 12/08/2009]',58.000
'[16:15:28.738 12/08/2009]',74.000
'[16:15:28.744 12/08/2009]',58.000
'[16:15:28.750 12/08/2009]',76.000
'[16:15:28.756 12/08/2009]',82.000
'[16:15:28.763 12/08/2009]',87.000
'[16:15:28.769 12/08/2009]',56.000
'[16:15:28.775 12/08/2009]',53.000
'[16:15:28.781 12/08/2009]',39.000
'[16:15:28.788 12/08/2009]',53.000
'[16:15:28.794 12/08/2009]',66.000
'[16:15:28.800 12/08/2009]',70.000
'[16:15:28.806 12/08/2009]',61.000
'[16:15:28.813 12/08/2009]',37.000
'[16:15:28.819 12/08/2009]',49.000
'[16:15:28.825 12/08/2009]',10.000
'[16:15:28.831 12/08/2009]',10.000
'[16:15:28.838 12/08/2009]',7.000
'[16:15:28.844 12/08/2009]',7.000
'[16:15:28.850 12/08/2009]',-2.000
'[16:15:28.856 12/08/2009]',-29.000
'[16:15:28.863 12/08/2009]',-33.000
'[16:15:28.869 12/08/2009]',-22.000
'[16:15:28.875 12/08/2009]',-16.000
'[16:15:28.881 12/08/2009]',-12.000
'[16:15:28.888 12/08/2009]',-4.000
'[16:15:28.894 12/08/2009]',-11.000
'[16:15:28.900 12/08/2009]',-8.000
'[16:15:28.906 12/08/2009]',-1.000
'[16:15:28.913 12/08/2009]',-27.000
'[16:15:28.919 12/08/2009]',11.000
'[16:15:28.925 12/08/2009]',1.000
'[16:15:28.931 12/08/2009]',5.000
'[16:15:28.938 12/08/2009]',11.000
'[16:15:28.944 12/08/2009]',-15.000
'[16:15:28.950 12/08/2009]',-6.000
'[16:15:28.956 12/08/2009]',-15.000
'[16:15:28.963 12/08/2009]',-23.000
'[16:15:28.969 12/08/2009]',-22.000
'[16:15:28.975 12/08/2009]',-24.000
'[16:15:28.981 12/08/2009]',-15.000
'[16:15:28.988 12/08/2009]',-7.000
'[16:15:28.994 12/08/2009]',-28.000
'[16:15:29.000 12/08/2009]',-39.000
'[16:15:29.006 12/08/2009]',-41.000
'[16:15:29.013 12/08/2009]',-35.000
'[16:15:29.019 12/08/2009]',1.000
'[16:15:29.025 12/08/2009]',11.000
'[16:15:29.031 12/08/2009]',23.000
'[16:15:29.038 12/08/2009]',51.000
'[16:15:29.044 12/08/2009]',53.000
'[16:15:29.050 12/08/2009]',45.000
'[16:15:29.056 12/08/2009]',58.000
'[16:15:29.063 12/08/2009]',44.000
'[16:15:29.069 12/08/2009]',52.000
'[16:15:29.075 12/08/2009]',40.000
'[16:15:29.081 12/08/2009]',63.000
'[16:15:29.088 12/08/2009]',59.000
'[16:15:29.094 12/08/2009]',67.000
'[16:15:29.100 12/08/2009]',53.000
'[16:15:29.106 12/08/2009]',21.000
'[16:15:29.113 12/08/2009]',1.000
'[16:15:29.119 12/08/2009]',-10.000
'[16:15:29.125 12/08/2009]',-41.000
'[16:15:29.131 12/08/2009]',-64.000
'[16:15:29.138 12/08/2009]',-49.000
'[16:15:29.144 12/08/2009]',-95.000
'[16:15:29.150 12/08/2009]',-86.000
'[16:15:29.156 12/08/2009]',-111.000
'[16:15:29.163 12/08/2009]',-91.000
'[16:15:29.169 12/08/2009]',-84.000
'[16:15:29.175 12/08/2009]',-84.000
'[16:15:29.181 12/08/2009]',-60.000
'[16:15:29.188 12/08/2009]',-64.000
'[16:15:29.194 12/08/2009]',-86.000
'[16:15:29.200 12/08/2009]',-64.000
'[16:15:29.206 12/08/2009]',-62.000
'[16:15:29.213 12/08/2009]',-44.000
'[16:15:29.219 12/08/2009]',-45.000
'[16:15:29.225 12/08/2009]',-31.000
'[16:15:29.231 12/08/2009]',-34.000
'[16:15:29.238 12/08/2009]',-29.000
'[16:15:29.244 12/08/2009]',-45.000
'[16:15:29.250 12/08/2009]',-41.000
'[16:15:29.256 12/08/2009]',-44.000
'[16:15:29.263 12/08/2009]',-49.000
'[16:15:29.269 12/08/2009]',-63.000
'[16:15:29.275 12/08/2009]',-67.000
'[16:15:29.281 12/08/2009]',-70.000
'[16:15:29.288 12/08/2009]',-65.000
'[16:15:29.294 12/08/2009]',-43.000
'[16:15:29.300 12/08/2009]',-42.000
'[16:15:29.306 12/08/2009]',-61.000
'[16:15:29.313 12/08/2009]',-73.000
'[16:15:29.319 12/08/2009]',-36.000
'[16:15:29.325 12/08/2009]',-69.000
'[16:15:29.331 12/08/2009]',-52.000
'[16:15:29.338 12/08/2009]',-50.000
'[16:15:29.344 12/08/2009]',-45.000
'[16:15:29.350 12/08/2009]',-54.000
'[16:15:29.356 12/08/2009]',-60.000
'[16:15:29.363 12/08/2009]',-68.000
'[16:15:29.369 12/08/2009]',-13.000
'[16:15:29.375 12/08/2009]',32.000
'[16:15:29.381 12/08/2009]',63.000
'[16:15:29.388 12/08/2009]',117.000
'[16:15:29.394 12/08/2009]',55.000
'[16:15:29.400 12/08/2009]',25.000
'[16:15:29.406 12/08/2009]',-6.000
'[16:15:29.413 12/08/2009]',-7.000
'[16:15:29.419 12/08/2009]',-26.000
'[16:15:29.425 12/08/2009]',-41.000
'[16:15:29.431 12/08/2009]',-42.000
'[16:15:29.438 12/08/2009]',-48.000
'[16:15:29.444 12/08/2009]',-57.000
'[16:15:29.450 12/08/2009]',-83.000
'[16:15:29.456 12/08/2009]',-82.000
'[16:15:29.463 12/08/2009]',-95.000
'[16:15:29.469 12/08/2009]',-57.000
'[16:15:29.475 12/08/2009]',-64.000
'[16:15:29.481 12/08/2009]',-61.000
'[16:15:29.488 12/08/2009]',-35.000
'[16:15:29.494 12/08/2009]',-36.000
'[16:15:29.500 12/08/2009]',-36.000
'[16:15:29.506 12/08/2009]',-49.000
'[16:15:29.513 12/08/2009]',-62.000
'[16:15:29.519 12/08/2009]',-27.000
'[16:15:29.525 12/08/2009]',-43.000
'[16:15:29.531 12/08/2009]',-50.000
'[16:15:29.538 12/08/2009]',-79.000
'[16:15:29.544 12/08/2009]',-96.000
'[16:15:29.550 12/08/2009]',-83.000
'[16:15:29.556 12/08/2009]',-63.000
'[16:15:29.563 12/08/2009]',-53.000
'[16:15:29.569 12/08/2009]',-53.000
'[16:15:29.575 12/08/2009]',-65.000
'[16:15:29.581 12/08/2009]',-46.000
'[16:15:29.588 12/08/2009]',-41.000
'[16:15:29.594 12/08/2009]',-48.000
'[16:15:29.600 12/08/2009]',-56.000
'[16:15:29.606 12/08/2009]',-56.000
'[16:15:29.613 12/08/2009]',-72.000
'[16:15:29.619 12/08/2009]',-77.000
'[16:15:29.625 12/08/2009]',-90.000
'[16:15:29.631 12/08/2009]',-100.000
'[16:15:29.638 12/08/2009]',-96.000
'[16:15:29.644 12/08/2009]',-90.000
'[16:15:29.650 12/08/2009]',-53.000
'[16:15:29.656 12/08/2009]',-54.000
'[16:15:29.663 12/08/2009]',-49.000
'[16:15:29.669 12/08/2009]',-39.000
'[16:15:29.675 12/08/2009]',-72.000
'[16:15:29.681 12/08/2009]',-66.000
'[16:15:29.688 12/08/2009]',-64.000
'[16:15:29.694 12/08/2009]',-62.000
'[16:15:29.700 12/08/2009]',-43.000
'[16:15:29.706 12/08/2009]',-49.000
'[16:15:29.713 12/08/2009]',-51.000
'[16:15:29.719 12/08/2009]',-46.000
'[16:15:29.725 12/08/2009]',-32.000
'[16:15:29.731 12/08/2009]',-33.000
'[16:15:29.738 12/08/2009]',-18.000
'[16:15:29.744 12/08/2009]',-42.000
'[16:15:29.750 12/08/2009]',-29.000
'[16:15:29.756 12/08/2009]',-43.000
'[16:15:29.763 12/08/2009]',-79.000
'[16:15:29.769 12/08/2009]',-57.000
'[16:15:29.775 12/08/2009]',-59.000
'[16:15:29.781 12/08/2009]',-44.000
'[16:15:29.788 12/08/2009]',-46.000
'[16:15:29.794 12/08/2009]',-78.000
'[16:15:29.800 12/08/2009]',-58.000
'[16:15:29.806 12/08/2009]',-62.000
'[16:15:29.813 12/08/2009]',-49.000
'[16:15:29.819 12/08/2009]',-44.000
'[16:15:29.825 12/08/2009]',-33.000
'[16:15:29.831 12/08/2009]',-31.000
'[16:15:29.838 12/08/2009]',-41.000
'[16:15:29.844 12/08/2009]',-58.000
'[16:15:29.850 12/08/2009]',-45.000
'[16:15:29.856 12/08/2009]',-50.000
'[16:15:29.863 12/08/2009]',-39.000
'[16:15:29.869 12/08/2009]',-5.000
'[16:15:29.875 12/08/2009]',-46.000
'[16:15:29.881 12/08/2009]',-31.000
'[16:15:29.888 12/08/2009]',-14.000
'[16:15:29.894 12/08/2009]',-9.000
'[16:15:29.900 12/08/2009]',9.000
'[16:15:29.906 12/08/2009]',6.000
'[16:15:29.913 12/08/2009]',5.000
'[16:15:29.919 12/08/2009]',15.000
'[16:15:29.925 12/08/2009]',5.000
'[16:15:29.931 12/08/2009]',8.000
'[16:15:29.938 12/08/2009]',2.000
'[16:15:29.944 12/08/2009]',1.000
'[16:15:29.950 12/08/2009]',-9.000
'[16:15:29.956 12/08/2009]',-30.000
'[16:15:29.963 12/08/2009]',-23.000
'[16:15:29.969 12/08/2009]',-19.000
'[16:15:29.975 12/08/2009]',-9.000
'[16:15:29.981 12/08/2009]',8.000
'[16:15:29.988 12/08/2009]',27.000
'[16:15:29.994 12/08/2009]',41.000
'[16:15:30.000 12/08/2009]',68.000
'[16:15:30.006 12/08/2009]',92.000
'[16:15:30.013 12/08/2009]',87.000
'[16:15:30.019 12/08/2009]',92.000
'[16:15:30.025 12/08/2009]',73.000
'[16:15:30.031 12/08/2009]',77.000
'[16:15:30.038 12/08/2009]',68.000
'[16:15:30.044 12/08/2009]',35.000
'[16:15:30.050 12/08/2009]',31.000
'[16:15:30.056 12/08/2009]',7.000
'[16:15:30.063 12/08/2009]',-12.000
'[16:15:30.069 12/08/2009]',2.000
'[16:15:30.075 12/08/2009]',20.000
'[16:15:30.081 12/08/2009]',15.000
'[16:15:30.088 12/08/2009]',26.000
'[16:15:30.094 12/08/2009]',40.000
'[16:15:30.100 12/08/2009]',26.000
'[16:15:30.106 12/08/2009]',12.000
'[16:15:30.113 12/08/2009]',5.000
'[16:15:30.119 12/08/2009]',21.000
'[16:15:30.125 12/08/2009]',20.000
'[16:15:30.131 12/08/2009]',39.000
'[16:15:30.138 12/08/2009]',30.000
'[16:15:30.144 12/08/2009]',20.000
'[16:15:30.150 12/08/2009]',28.000
'[16:15:30.156 12/08/2009]',23.000
'[16:15:30.163 12/08/2009]',18.000
'[16:15:30.169 12/08/2009]',53.000
'[16:15:30.175 12/08/2009]',29.000
'[16:15:30.181 12/08/2009]',32.000
'[16:15:30.188 12/08/2009]',36.000
'[16:15:30.194 12/08/2009]',3.000
'[16:15:30.200 12/08/2009]',3.000
'[16:15:30.206 12/08/2009]',-13.000
'[16:15:30.213 12/08/2009]',17.000
'[16:15:30.219 12/08/2009]',49.000
'[16:15:30.225 12/08/2009]',104.000
'[16:15:30.231 12/08/2009]',83.000
'[16:15:30.238 12/08/2009]',51.000
'[16:15:30.244 12/08/2009]',-1.000
'[16:15:30.250 12/08/2009]',-5.000
'[16:15:30.256 12/08/2009]',-6.000
'[16:15:30.263 12/08/2009]',-2.000
'[16:15:30.269 12/08/2009]',1.000
'[16:15:30.275 12/08/2009]',-11.000
'[16:15:30.281 12/08/2009]',3.000
'[16:15:30.288 12/08/2009]',21.000
'[16:15:30.294 12/08/2009]',22.000
'[16:15:30.300 12/08/2009]',39.000
'[16:15:30.306 12/08/2009]',42.000
'[16:15:30.313 12/08/2009]',27.000
'[16:15:30.319 12/08/2009]',22.000
'[16:15:30.325 12/08/2009]',14.000
'[16:15:30.331 12/08/2009]',-12.000
'[16:15:30.338 12/08/2009]',-10.000
'[16:15:30.344 12/08/2009]',-29.000
'[16:15:30.350 12/08/2009]',-30.000
'[16:15:30.356 12/08/2009]',-43.000
'[16:15:30.363 12/08/2009]',-33.000
'[16:15:30.369 12/08/2009]',-16.000
'[16:15:30.375 12/08/2009]',-35.000
'[16:15:30.381 12/08/2009]',-18.000
'[16:15:30.388 12/08/2009]',-17.000
'[16:15:30.394 12/08/2009]',-20.000
'[16:15:30.400 12/08/2009]',-16.000
'[16:15:30.406 12/08/2009]',-17.000
'[16:15:30.413 12/08/2009]',-17.000
'[16:15:30.419 12/08/2009]',-1.000
'[16:15:30.425 12/08/2009]',-3.000
'[16:15:30.431 12/08/2009]',-8.000
'[16:15:30.438 12/08/2009]',-4.000
'[16:15:30.444 12/08/2009]',-2.000
'[16:15:30.450 12/08/2009]',-7.000
'[16:15:30.456 12/08/2009]',-11.000
'[16:15:30.463 12/08/2009]',-11.000
'[16:15:30.469 12/08/2009]',17.000
'[16:15:30.475 12/08/2009]',25.000
'[16:15:30.481 12/08/2009]',45.000
'[16:15:30.488 12/08/2009]',41.000
'[16:15:30.494 12/08/2009]',32.000
'[16:15:30.500 12/08/2009]',34.000
'[16:15:30.506 12/08/2009]',10.000
'[16:15:30.513 12/08/2009]',-26.000
'[16:15:30.519 12/08/2009]',-23.000
'[16:15:30.525 12/08/2009]',-58.000
'[16:15:30.531 12/08/2009]',-56.000
'[16:15:30.538 12/08/2009]',-55.000
'[16:15:30.544 12/08/2009]',-57.000
'[16:15:30.550 12/08/2009]',-32.000
'[16:15:30.556 12/08/2009]',-31.000
'[16:15:30.563 12/08/2009]',-42.000
'[16:15:30.569 12/08/2009]',-37.000
'[16:15:30.575 12/08/2009]',-26.000
'[16:15:30.581 12/08/2009]',-7.000
'[16:15:30.588 12/08/2009]',12.000
'[16:15:30.594 12/08/2009]',17.000
'[16:15:30.600 12/08/2009]',26.000
'[16:15:30.606 12/08/2009]',14.000
'[16:15:30.613 12/08/2009]',6.000
